Bridge Site ID,Longitude,Latitude,District,Country
006f100000d1hFb,28.96789415,-2.42782026,all,Rwanda
006f100000d7ktK,30.01516,-1.77748,all,Rwanda
006f100000a86Dn,29.535028,-2.14783,all,Rwanda
006f100000d6wIU,29.411297,-2.276669,all,Rwanda
006f100000d7jMt,30.01517,-1.65413,all,Rwanda
006f100000d7JDb,29.57838,-2.48488667,all,Rwanda
006f100000d7EZH,29.65245312,-1.98365945,all,Rwanda
006f100000a86IO,29.531833,-1.957,all,Rwanda
006f100000d7GtG,29.51862,-1.65549,all,Rwanda
006f100000d6wBt,29.7725994,-2.04202456,all,Rwanda
006f100000d7EMc,29.706608,-1.536183,all,Rwanda
006f100000d1fSg,29.37229,-1.74047,all,Rwanda
006f100000d7Q52,29.573354,-1.492419,all,Rwanda
006f100000d7jEB,29.46926,-2.14826,all,Rwanda
006f100000eekXl,30.04781,-2.05434,all,Rwanda
006f100000a86FA,29.42335667,-2.47291333,all,Rwanda
006f100000d7x5K,29.697972,-2.7975,all,Rwanda
006f100000a86E1,29.7639167,-1.9014444,all,Rwanda
0063Z00000hwQZR,30.151651,-1.957537,all,Rwanda
006f100000d762Y,29.675447,-2.003951,all,Rwanda
0063Z00000hwQZg,30.146159,-1.951633,all,Rwanda
006f100000d7iQf,29.63391,-1.69922,all,Rwanda
006f100000d1fkB,29.11247,-2.58868,all,Rwanda
006f100000d1dz1,29.34484,-1.70002,all,Rwanda
006f100000d7ELo,29.705632,-1.562608,all,Rwanda
006f100000d6lDD,29.614267,-2.014133,all,Rwanda
006f100000d7ic2,29.79743,-1.65647,all,Rwanda
006f100000a86Ft,29.27192,-2.19384,all,Rwanda
006f100000d7iX2,29.31,-1.855,all,Rwanda
006f100000cME4n,29.479638,-1.948219,all,Rwanda
006f100000d1e9p,29.33445,-1.70278,all,Rwanda
006f100000d7EVY,29.700128,-1.537665,all,Rwanda
006f100000d6lDD,29.614267,-2.014133,all,Rwanda
006f100000a86FB,29.544015,-2.21156,all,Rwanda
006f100000d75vB,29.56810167,-2.500105,all,Rwanda
006f100000d7PrG,29.57464,-1.96626,all,Rwanda
006f100000d761Q,29.66738107,-2.03657322,all,Rwanda
006f100000d7wvF,29.69342,-1.56001,all,Rwanda
006f100000d1fTA,29.352145,-2.143712,all,Rwanda
006f100000d1fUh,29.44779833,-2.24481167,all,Rwanda
006f100000d1hGA,29.50877,-2.61265,all,Rwanda
006f100000eesd5,29.819397,-1.934919,all,Rwanda
006f100000d7608,29.890989,-1.608215,all,Rwanda
006f100000bgzEa,29.635606,-2.141821,all,Rwanda
006f100000a86G4,29.61608,-2.29248,all,Rwanda
006f100000d7EQE,29.99711,-1.56761,all,Rwanda
006f100000d760I,29.85702,-1.59993,all,Rwanda
006f100000d1Tqv,28.91671,-2.45007,all,Rwanda
006f100000a86HE,29.3925,-1.71333,all,Rwanda
006f100000d88Ib,29.157374,-2.360876,all,Rwanda
006f100000d1hNQ,29.492137,-2.70081,all,Rwanda
006f100000d1fO0,29.39084,-1.63268,all,Rwanda
006f100000a86Dv,30.60766,-1.92998,all,Rwanda
006f100000d7b6L,29.21786,-2.251326,all,Rwanda
006f100000d7iQu,29.46229,-1.92009,all,Rwanda
006f100000d7Q6F,29.715385,-1.494191,all,Rwanda
006f100000bh0JK,29.6109,-2.12117,all,Rwanda
006f100000eekcP,29.86879,-2.05318,all,Rwanda
006f100000a86I3,30.081412,-1.720313,all,Rwanda
006f100000a86I1,29.890423,-1.622647,all,Rwanda
006f100000d1fWJ,29.095324,-2.588367,all,Rwanda
006f100000d7ktA,30.013769,-1.820233,all,Rwanda
006f100000bMK1d,30.13056,-1.54881,all,Rwanda
006f100000d1fMY,29.51227783,-2.19898833,all,Rwanda
006f100000d1fNW,29.436305,-2.234305,all,Rwanda
006f100000d8890,29.33504,-2.13838,all,Rwanda
006f100000d88Km,29.163424,-2.407594,all,Rwanda
006f100000a86ID,29.029517,-2.697308,all,Rwanda
006f100000a86Ei,29.50024,-1.681,all,Rwanda
006f100000d75uh,29.510023,-2.5265,all,Rwanda
0063Z00000kdQ8K,29.66132,-2.480261,all,Rwanda
006f100000c5ivZ,30.057339,-1.671847,all,Rwanda
006f100000d6yLb,29.46836,-1.67069,all,Rwanda
006f100000a86H6,29.53833,-2.78607,all,Rwanda
006f100000d7ix5,29.165331,-2.326002,all,Rwanda
006f100000d1hU7,28.15265,-2.58127,all,Rwanda
006f100000a86H7,29.454371,-2.633202,all,Rwanda
006f100000d7ieS,29.70026,-1.61152,all,Rwanda
006f100000d1fVp,29.03029,-2.70183,all,Rwanda
006f100000d7wXx,29.39742,-2.06358,all,Rwanda
006f100000eelnp,29.81269,-2.09932,all,Rwanda
006f100000d7GsN,29.42214,-1.65624,all,Rwanda
006f100000d761z,29.684286,-1.838472,all,Rwanda
006f100000eekgR,29.80891,-2.0851,all,Rwanda
006f100000eessK,29.894059,-1.931734,all,Rwanda
006f100000a86HK,30.6741,-2.17262,all,Rwanda
006f100000a86EQ,29.6066111,-1.819809,all,Rwanda
006f100000d78Oa,29.484132,-2.37027,all,Rwanda
006f100000d1e0i,29.30102,-1.69435,all,Rwanda
006f100000a86HV,30.0589,-1.72441,all,Rwanda
006f100000d7jEu,29.283703,-2.216836,all,Rwanda
006f100000d7if6,29.71774,-1.63957,all,Rwanda
006f100000a86FF,29.41455333,-2.4477333,all,Rwanda
006f100000a86F1,29.427665,-2.45195667,all,Rwanda
006f100000a86IB,28.89774,-2.45399,all,Rwanda
006f100000a86EE,30.378498,-2.253768,all,Rwanda
006f100000a86EF,30.335798,-2.228352,all,Rwanda
006f100000a86EG,30.43525,-2.274806,all,Rwanda
006f100000d6kr4,29.96712,-1.62147,all,Rwanda
006f100000a86Ed,29.50244,-1.6198,all,Rwanda
006f100000a86GW,29.566853,-2.735612,all,Rwanda
006f100000d1fPN,29.37793,-2.18836,all,Rwanda
006f100000a86Cy,29.88871,-1.48563,all,Rwanda
006f100000d6kxP,29.437399,-2.367013,all,Rwanda
006f100000a86EO,29.622611,-1.856167,all,Rwanda
006f100000a86FC,29.4333889,-2.2875833,all,Rwanda
006f100000a86Ct,30.245678,-2.095311,all,Rwanda
006f100000a86G7,30.051385,-1.935831,all,Rwanda
006f100000aSNCW,29.30982,-1.7056,all,Rwanda
006f100000a86Cr,30.173231,-2.028061,all,Rwanda
006f100000a86Eg,29.4766111,-1.6331111,all,Rwanda
006f100000d6kvJ,29.273055,-1.696388,all,Rwanda
006f100000eessF,29.814264,-1.926511,all,Rwanda
006f100000d1f2T,29.043492,-2.554196,all,Rwanda
006f100000a86IA,28.927481,-2.396098,all,Rwanda
006f100000d7PrV,29.55835,-1.94216,all,Rwanda
006f100000d7Q9r,29.82555,-1.33001,all,Rwanda
006f100000d7Q5q,29.745093,-1.535683,all,Rwanda
006f100000ef6xx,30.470953,-2.3152,all,Rwanda
006f100000bMK1X,30.173611,-1.533333,all,Rwanda
006f100000d7xqJ,30.79019,-1.93163,all,Rwanda
006f100000d7xpQ,30.7448,-2.01879,all,Rwanda
006f100000d88Ig,29.140422,-2.343073,all,Rwanda
006f100000d7wv0,29.76589,-1.72848,all,Rwanda
006f100000a86Cp,30.204381,-2.072628,all,Rwanda
006f100000a86Dg,29.74644,-2.66052,all,Rwanda
006f100000a86Cp,30.204381,-2.072628,all,Rwanda
006f100000a86Cs,30.186428,-2.038712,all,Rwanda
006f100000a86Cs,30.186428,-2.038712,all,Rwanda
006f100000eekhF,29.84785,-2.109614,all,Rwanda
006f100000d6kx0,29.466329,-2.34152,all,Rwanda
0063Z00000hv17U,29.47527778,-2.76129167,all,Rwanda
006f100000a86Gw,29.454917,-2.755722,all,Rwanda
006f100000d7jCP,29.186374,-2.337668,all,Rwanda
006f100000a86F3,29.43387,-2.345116,all,Rwanda
006f100000d7jIm,29.520608,-2.733162,all,Rwanda
006f100000d7JDH,29.555675,-2.41763333,all,Rwanda
006f100000d1fjm,29.105957,-2.587173,all,Rwanda
006f100000a86Cq,30.191276,-2.048451,all,Rwanda
006f100000a86H0,29.4740833,-2.592,all,Rwanda
006f100000d88Kc,29.262007,-2.208637,all,Rwanda
006f100000d889A,29.496655,-2.19785667,all,Rwanda
006f100000a86IY,30.0893611,-1.8423333,all,Rwanda
006f100000a86GY,29.5959167,-2.71525,all,Rwanda
006f100000d75zU,29.53571,-2.510714,all,Rwanda
006f100000a86EN,29.645831,-1.801579,all,Rwanda
006f100000a86EN,29.645831,-1.801579,all,Rwanda
006f100000d7PrQ,29.54198,-1.95373,all,Rwanda
006f100000a86HC,29.51431667,-2.68053167,all,Rwanda
006f100000d1fTF,29.3625,-2.13333,all,Rwanda
006f100000a86Fh,29.603769,-2.280226,all,Rwanda
006f100000d7jCA,29.17952,-2.286079,all,Rwanda
006f100000a86F6,29.434438,-2.287455,all,Rwanda
006f100000fHqCo,29.660569,-1.621187,all,Rwanda
006f100000d7icg,29.83439,-1.66344,all,Rwanda
006f100000d1fPr,29.34468,-2.14763,all,Rwanda
006f100000a86EP,29.61382,-1.82487,all,Rwanda
006f100000a86D9,29.87916667,-1.781111111,all,Rwanda
006f100000eeqqX,29.838176,-1.856669,all,Rwanda
006f100000d88IC,29.143437,-2.34745,all,Rwanda
006f100000d7wXi,29.41347,-2.16427,all,Rwanda
006f100000d75zA,29.55574,-2.50142333,all,Rwanda
006f100000d88PI,29.202178,-2.442784,all,Rwanda
006f100000a86D9,29.87916667,-1.781111111,all,Rwanda
006f100000a86G8,29.494368,-2.761531,all,Rwanda
006f100000d1fMs,29.47145,-2.209275,all,Rwanda
006f100000fHAHX,29.314058,-2.109525,all,Rwanda
006f100000a86Ga,29.44775,-2.7785278,all,Rwanda
006f100000ef6xs,30.52359,-2.296406,all,Rwanda
006f100000fHAHX,29.314058,-2.109525,all,Rwanda
006f100000d7PrL,29.54036,-1.96038,all,Rwanda
006f100000aA0hf,29.6548,-2.3381,all,Rwanda
006f100000d7GrP,29.47735,-1.64694,all,Rwanda
006f100000d6krT,29.66777,-1.6225,all,Rwanda
006f100000d1fNl,29.36004,-1.67428,all,Rwanda
006f100000d7b6Q,29.189909,-2.26295,all,Rwanda
006f100000a86DJ,29.63333333,-1.619444444,all,Rwanda
006f100000eev1Z,30.181669,-1.36087,all,Rwanda
006f100000d6wCN,29.6751037,-1.79307191,all,Rwanda
006f100000d1hUW,29.14232,-2.58421,all,Rwanda
006f100000eekYF,29.98573,-2.04925,all,Rwanda
006f100000d7jAx,29.85064,-1.45343,all,Rwanda
006f100000a86Cr,30.173231,-2.028061,all,Rwanda
006f100000atGB5,29.666005,-1.85109,all,Rwanda
0063Z00000mYb4X,30.497318,0.886076,Kabarole,Uganda
0063Z00000hxflw,30.484131,0.862348,Kabarole,Uganda
0063Z00000hxfns,30.315507,0.764399,Kabarole,Uganda
0063Z00000hxfnY,30.307662,0.759376,Kabarole,Uganda
0063Z00000hxfoH,30.347315,0.753969,Kabarole,Uganda
0063Z00000hxfo7,30.339555,0.745246,Kabarole,Uganda
0063Z00000hxfni,30.317333,0.744009,Kabarole,Uganda
0063Z00000hxfmf,30.297,0.736377,Kabarole,Uganda
0063Z00000mYKkw,30.247866,0.73486,Kabarole,Uganda
0063Z00000mYKlB,30.252315,0.733175,Kabarole,Uganda
0063Z00000hxfoW,30.305661,0.731018,Kabarole,Uganda
0063Z00000mYKl6,30.206996,0.730345,Kabarole,Uganda
0063Z00000mYKl1,30.196927,0.726088,Kabarole,Uganda
0063Z00000hxfmk,30.293658,0.725351,Kabarole,Uganda
0063Z00000mYQeY,30.233111,0.722058,Kabarole,Uganda
0063Z00000mYKkh,30.195831,0.720146,Kabarole,Uganda
0063Z00000mYQeJ,30.221048,0.719402,Kabarole,Uganda
0063Z00000mYKlG,30.220725,0.714876,Kabarole,Uganda
0063Z00000mYKlV,30.269961,0.713138,Kabarole,Uganda
0063Z00000mYKlQ,30.212849,0.711633,Kabarole,Uganda
0063Z00000mYKlL,30.269785,0.709731,Kabarole,Uganda
0063Z00000mYKll,30.184958,0.709437,Kabarole,Uganda
0063Z00000mYQfM,30.220562,0.706855,Kabarole,Uganda
0063Z00000hxfnE,30.183862,0.705787,Kabarole,Uganda
0063Z00000hxfmp,30.262914,0.703121,Kabarole,Uganda
0063Z00000mYQe9,30.223653,0.701746,Kabarole,Uganda
0063Z00000mYQf7,30.242663,0.701557,Kabarole,Uganda
0063Z00000mYKm9,30.1795,0.690652,Kabarole,Uganda
0063Z00000hxfnJ,30.174183,0.687546,Kabarole,Uganda
0063Z00000ivPnc,30.174623,0.687056,Kabarole,Uganda
0063Z00000hxfoC,30.172702,0.6832,Kabarole,Uganda
0063Z00000hxfmz,30.286775,0.681862,Kabarole,Uganda
0063Z00000hxfm6,30.251207,0.681577,Kabarole,Uganda
0063Z00000hxfma,30.34284,0.66497,Kabarole,Uganda
0063Z00000mYKlf,30.212962,0.662644,Kabarole,Uganda
0063Z00000ivPqR,30.150787,0.661233,Kabarole,Uganda
0063Z00000hxfnT,30.149988,0.660638,Kabarole,Uganda
0063Z00000mYKlz,30.15836,0.659984,Kabarole,Uganda
0063Z00000mYKm4,30.166483,0.659773,Kabarole,Uganda
0063Z00000mYKlu,30.180105,0.657305,Kabarole,Uganda
0063Z00000mYb4m,30.278464,0.656779,Kabarole,Uganda
0063Z00000mYb4c,30.280525,0.656578,Kabarole,Uganda
0063Z00000mYKlk,30.193829,0.656335,Kabarole,Uganda
0063Z00000mYKla,30.206933,0.655713,Kabarole,Uganda
0063Z00000mYKkJ,30.166887,0.654765,Kabarole,Uganda
0063Z00000mYKk8,30.250785,0.640003,Kabarole,Uganda
0063Z00000mYKkX,30.17168,0.638828,Kabarole,Uganda
0063Z00000hxfmV,30.157504,0.63191,Kabarole,Uganda
0063Z00000mYKkN,30.166092,0.627991,Kabarole,Uganda
0063Z00000hxfmG,30.166071,0.627926,Kabarole,Uganda
0063Z00000mYKWR,30.261805,0.612556,Kabarole,Uganda
0063Z00000hxfmQ,30.149292,0.612115,Kabarole,Uganda
0063Z00000hxfmL,30.178,0.595394,Kabarole,Uganda
0063Z00000hxfmB,30.203002,0.590396,Kabarole,Uganda
0063Z00000mYKkD,30.203088,0.590271,Kabarole,Uganda
0063Z00000mYKkI,30.258733,0.537663,Kabarole,Uganda
0063Z00000mYKkm,30.333838,0.522079,Kabarole,Uganda
0063Z00000mYKkS,30.266401,0.51063,Kabarole,Uganda
0063Z00000mYKkc,30.268756,0.504007,Kabarole,Uganda
0063Z00000mYQg5,30.30151,0.493721,Kabarole,Uganda
0063Z00000mYQf3,30.326706,0.493074,Kabarole,Uganda
0063Z00000mYQfg,30.316441,0.49267,Kabarole,Uganda
006f100000efM3j,30.093033,0.472357,Kasese,Uganda
0063Z00000mYQfW,30.305085,0.465001,Kabarole,Uganda
006f100000ef4gp,30.139073,0.464045,Kasese,Uganda
0063Z00000mYQhX,30.312693,0.454251,Kabarole,Uganda
0063Z00000mYQhD,30.313568,0.452906,Kabarole,Uganda
006f100000ef4gk,30.160822,0.438299,Kasese,Uganda
0063Z00000oLE1c,30.169275,0.430342,Kasese,Uganda
0063Z00000mYQgU,30.307272,0.430056,Kabarole,Uganda
0063Z00000oLE1S,30.144296,0.427928,Kasese,Uganda
0063Z00000oLE1I,30.102894,0.42759,Kasese,Uganda
0063Z00000nrpzF,30.176746,0.42026,Kasese,Uganda
0063Z00000nrpzK,30.183009,0.40786,Kasese,Uganda
0063Z00000nrpy7,30.095778,0.401466,Kasese,Uganda
0063Z00000nrpyH,30.095476,0.39827,Kasese,Uganda
0063Z00000nrpyR,30.106299,0.395715,Kasese,Uganda
0063Z00000nrpyW,30.126927,0.395094,Kasese,Uganda
0063Z00000nrpyq,30.133835,0.394115,Kasese,Uganda
0063Z00000nrpzP,30.140182,0.392178,Kasese,Uganda
0063Z00000nrpz5,30.148532,0.387763,Kasese,Uganda
0063Z00000nrpyv,30.12006,0.38009,Kasese,Uganda
0063Z00000nrput,30.198456,0.379175,Kasese,Uganda
0063Z00000oLE0j,30.199969,0.376899,Kasese,Uganda
0063Z00000nrpw6,30.077556,0.376211,Kasese,Uganda
0063Z00000oLE0o,30.204147,0.375295,Kasese,Uganda
0063Z00000oLjcV,30.047468,0.372515,Kasese,Uganda
0063Z00000nrpwG,30.081199,0.369789,Kasese,Uganda
0063Z00000oLE2a,30.05262,0.36593,Kasese,Uganda
0063Z00000nrptr,30.091732,0.360334,Kasese,Uganda
0063Z00000oLE2Q,30.063894,0.360185,Kasese,Uganda
0063Z00000oLE2G,30.064732,0.357672,Kasese,Uganda
0063Z00000nrpw1,30.095765,0.356128,Kasese,Uganda
0063Z00000kcMSr,30.150896,0.355903,Kasese,Uganda
0063Z00000nrpvN,30.151001,0.355856,Kasese,Uganda
0063Z00000oLE0V,30.067922,0.354563,Kasese,Uganda
0063Z00000nrpvS,30.149908,0.35339,Kasese,Uganda
0063Z00000oLE1w,30.073315,0.351061,Kasese,Uganda
0063Z00000nrpvm,30.150403,0.350077,Kasese,Uganda
0063Z00000nrpwV,30.149782,0.348409,Kasese,Uganda
0063Z00000kcMSm,30.149929,0.348308,Kasese,Uganda
0063Z00000nrpuF,30.132992,0.346467,Kasese,Uganda
0063Z00000nrpuK,30.124218,0.34525,Kasese,Uganda
006f100000ef4l7,30.039744,0.343699,Kasese,Uganda
0063Z00000oLjcL,30.040405,0.343463,Kasese,Uganda
0063Z00000nrpuP,30.105057,0.343093,Kasese,Uganda
006f100000ef4gz,30.052577,0.341503,Kasese,Uganda
0063Z00000oLjcQ,30.031165,0.338481,Kasese,Uganda
0063Z00000oLE3E,30.083578,0.337792,Kasese,Uganda
0063Z00000kcMSw,30.154143,0.336884,Kasese,Uganda
0063Z00000nrpvD,30.153652,0.336607,Kasese,Uganda
0063Z00000oLE3J,30.084256,0.333542,Kasese,Uganda
0063Z00000nrpv3,30.150926,0.332089,Kasese,Uganda
0063Z00000nrpue,30.08444,0.327778,Kasese,Uganda
0063Z00000nrpxJ,30.147008,0.321499,Kasese,Uganda
0063Z00000oLE2p,30.080091,0.321051,Kasese,Uganda
0063Z00000nrpuU,30.099706,0.32044,Kasese,Uganda
0063Z00000kcREm,30.099614,0.320219,Kasese,Uganda
0063Z00000nrpuy,30.151438,0.318519,Kasese,Uganda
0063Z00000nrpuj,30.055958,0.313134,Kasese,Uganda
0063Z00000nrpvw,30.104902,0.31149,Kasese,Uganda
0063Z00000nrpxx,30.171791,0.292831,Kasese,Uganda
006f100000efM3Z,30.110648,0.289855,Kasese,Uganda
006f100000ef4lC,30.109818,0.266854,Kasese,Uganda
0063Z00000nrpuo,30.076722,0.257728,Kasese,Uganda
0063Z00000oLE3Y,30.198658,0.251201,Kasese,Uganda
0063Z00000oLE13,30.144712,0.247111,Kasese,Uganda
0063Z00000oLE1m,30.178211,0.234287,Kasese,Uganda
006f100000d7bJZ,29.997567,0.221417,Kasese,Uganda
0063Z00000kcJFB,30.039388,0.214307,Kasese,Uganda
006f100000efM3e,30.039798,0.214105,Kasese,Uganda
0063Z00000kcJF6,30.015778,0.197593,Kasese,Uganda
0063Z00000oLjcu,30.063418,0.190383,Kasese,Uganda
006f100000d7bJe,30.030177,0.186533,Kasese,Uganda
0063Z00000oLjgX,29.965499,0.177334,Kasese,Uganda
0063Z00000oLjgc,29.964349,0.175244,Kasese,Uganda
0063Z00000oLjgh,29.964487,0.165684,Kasese,Uganda
0063Z00000oLjgN,29.930593,0.161423,Kasese,Uganda
0063Z00000oLjgm,29.965507,0.155498,Kasese,Uganda
0063Z00000oLEBD,29.926481,0.150698,Kasese,Uganda
006f100000ef4h4,29.926509,0.150543,Kasese,Uganda
0063Z00000oLjgI,29.929437,0.149982,Kasese,Uganda
0063Z00000mYo9U,30.560468,0.148178,Ibanda,Uganda
0063Z00000oLjgD,29.932185,0.145386,Kasese,Uganda
0063Z00000mYo9P,30.569432,0.143866,Ibanda,Uganda
0063Z00000oLjca,29.994049,0.141642,Kasese,Uganda
0063Z00000oLjg8,29.934607,0.141358,Kasese,Uganda
0063Z00000oLjfj,29.939336,0.134302,Kasese,Uganda
0063Z00000oLjfe,29.945631,0.131058,Kasese,Uganda
0063Z00000oLjcf,29.992582,0.125503,Kasese,Uganda
0063Z00000nruBR,29.755668,0.118978,Kasese,Uganda
0063Z00000oLE6N,29.784565,0.117068,Kasese,Uganda
0063Z00000oLE71,29.759679,0.115718,Kasese,Uganda
0063Z00000nrsU4,29.914496,0.114932,Kasese,Uganda
0063Z00000nrsU9,29.915023,0.110779,Kasese,Uganda
0063Z00000oLE18,29.932376,0.109207,Kasese,Uganda
0063Z00000oLjgr,29.73604,0.108615,Kasese,Uganda
0063Z00000nIeJT,29.897304,0.105788,Kasese,Uganda
0063Z00000oLE6h,29.73709,0.104166,Kasese,Uganda
0063Z00000oLEBS,29.917701,0.098871,Kasese,Uganda
0063Z00000oLE7G,29.740045,0.098281,Kasese,Uganda
0063Z00000nruBM,29.760961,0.095858,Kasese,Uganda
0063Z00000mYo9o,30.565531,0.095771,Ibanda,Uganda
0063Z00000oLjd9,30.028037,0.095169,Kasese,Uganda
0063Z00000oLjd4,30.029107,0.094882,Kasese,Uganda
0063Z00000oLE8s,29.893158,0.094603,Kasese,Uganda
0063Z00000oLEA0,29.894541,0.092171,Kasese,Uganda
0063Z00000oLE6I,29.776594,0.091797,Kasese,Uganda
0063Z00000nruBW,29.746801,0.088755,Kasese,Uganda
0063Z00000fDo2Y,29.741353,0.088369,Kasese,Uganda
0063Z00000oLEAA,29.897366,0.087095,Kasese,Uganda
0063Z00000oLE7p,29.899499,0.082716,Kasese,Uganda
0063Z00000nruDm,29.90038,0.08068,Kasese,Uganda
0063Z00000oLjcg,30.049194,0.078397,Kasese,Uganda
0063Z00000oLE92,29.900453,0.076826,Kasese,Uganda
0063Z00000oLjcz,30.050705,0.076227,Kasese,Uganda
0063Z00000nruCF,29.89759,0.076043,Kasese,Uganda
0063Z00000nruE1,29.87478,0.070728,Kasese,Uganda
0063Z00000oLE9b,29.910995,0.070146,Kasese,Uganda
0063Z00000oLE8Y,29.871359,0.069131,Kasese,Uganda
0063Z00000oLjcp,29.957458,0.068152,Kasese,Uganda
0063Z00000nIeJY,29.871038,0.065598,Kasese,Uganda
0063Z00000oLE7V,29.873469,0.065165,Kasese,Uganda
0063Z00000nruDr,29.911983,0.064652,Kasese,Uganda
006f100000ef4gu,29.911981,0.064435,Kasese,Uganda
0063Z00000oLjck,29.960176,0.051144,Kasese,Uganda
0063Z00000nruBl,29.813406,0.049084,Kasese,Uganda
0063Z00000nruCZ,29.813093,0.048897,Kasese,Uganda
0063Z00000mYvHm,30.429797,0.046618,Ibanda,Uganda
0063Z00000ixAic,30.538538,0.045227,Ibanda,Uganda
0063Z00000oLE9q,29.850649,0.043354,Kasese,Uganda
0063Z00000nruC5,29.858419,0.042318,Kasese,Uganda
0063Z00000nruDh,29.85145,0.041356,Kasese,Uganda
0063Z00000mYvHc,30.428799,0.040231,Ibanda,Uganda
0063Z00000oLE6r,29.846857,0.037928,Kasese,Uganda
0063Z00000oLE7z,29.857091,0.035902,Kasese,Uganda
0063Z00000oLE7k,29.856901,0.034742,Kasese,Uganda
0063Z00000ixAhZ,30.599913,0.033434,Ibanda,Uganda
0063Z00000oLE9M,29.814517,0.032395,Kasese,Uganda
0063Z00000nruCe,29.855496,0.031779,Kasese,Uganda
0063Z00000oLE7L,29.808948,0.031527,Kasese,Uganda
0063Z00000oLE8E,29.808621,0.031185,Kasese,Uganda
0063Z00000oLE9R,29.868645,0.031104,Kasese,Uganda
0063Z00000nruDN,29.857984,0.028409,Kasese,Uganda
0063Z00000mYvHD,30.591351,0.026819,Ibanda,Uganda
0063Z00000mYvHX,30.455347,0.02417,Ibanda,Uganda
0063Z00000oLE8T,29.84045,0.02403,Kasese,Uganda
0063Z00000nIeJd,29.848451,0.023428,Kasese,Uganda
0063Z00000oLE9W,29.856564,0.022898,Kasese,Uganda
0063Z00000nruCj,29.81342,0.022374,Kasese,Uganda
0063Z00000nruDX,29.857893,0.021101,Kasese,Uganda
0063Z00000nruDw,29.850035,0.020771,Kasese,Uganda
0063Z00000mYvHI,30.586157,0.019754,Ibanda,Uganda
0063Z00000nruDI,29.846355,0.01971,Kasese,Uganda
0063Z00000nruBH,29.750094,0.018187,Kasese,Uganda
0063Z00000mYvHN,30.455856,0.017306,Ibanda,Uganda
0063Z00000nruBv,29.813419,0.015589,Kasese,Uganda
0063Z00000mYvI6,30.402506,0.014845,Ibanda,Uganda
0063Z00000mYvHw,30.398234,0.009637,Ibanda,Uganda
0063Z00000nruCU,29.748408,0.009269,Kasese,Uganda
0063Z00000mYvH8,30.5831,0.009157,Ibanda,Uganda
0063Z00000oLE9H,29.814928,0.00871,Kasese,Uganda
0063Z00000oLjgw,29.738337,0.000133,Kasese,Uganda
0063Z00000nruBb,29.813577,-1.7e-05,Kasese,Uganda
0063Z00000oLE7Q,29.771137,-0.013707,Kasese,Uganda
0063Z00000nruCK,29.772325,-0.019547,Kasese,Uganda
0063Z00000nruBq,29.803757,-0.030712,Kasese,Uganda
0063Z00000ixAiX,30.570408,-0.031115,Ibanda,Uganda
0063Z00000ixAim,30.451417,-0.040117,Ibanda,Uganda
0063Z00000mYvGy,30.568234,-0.043304,Ibanda,Uganda
0063Z00000ixAhy,30.54021,-0.04336,Ibanda,Uganda
0063Z00000ixAiI,30.568601,-0.043531,Ibanda,Uganda
0063Z00000ixAi8,30.525787,-0.059566,Ibanda,Uganda
0063Z00000ixAgq,30.43596,-0.062238,Ibanda,Uganda
0063Z00000ixAgl,30.569906,-0.109694,Ibanda,Uganda
0063Z00000mYoAN,30.283477,-0.115069,Ibanda,Uganda
0063Z00000hvxtm,30.283261,-0.115367,Ibanda,Uganda
0063Z00000hvxtX,30.55557,-0.120476,Ibanda,Uganda
0063Z00000mYoA3,30.297479,-0.121584,Ibanda,Uganda
0063Z00000huPue,30.422006,-0.126645,Ibanda,Uganda
0063Z00000huGGL,30.498804,-0.14743,Ibanda,Uganda
0063Z00000mYoB1,30.275841,-0.148989,Ibanda,Uganda
0063Z00000mYo4V,30.361206,-0.158912,Ibanda,Uganda
0063Z00000mYoBL,30.372726,-0.172347,Ibanda,Uganda
0063Z00000huGGa,30.530784,-0.176814,Ibanda,Uganda
0063Z00000huGGk,30.528858,-0.188169,Ibanda,Uganda
0063Z00000ixAiD,30.426929,-0.210705,Ibanda,Uganda
0063Z00000ixAhF,30.454859,-0.21521,Ibanda,Uganda
0063Z00000mYzXS,30.481807,-0.242803,Ibanda,Uganda
0063Z00000ixAgM,30.498536,-0.249153,Ibanda,Uganda
0063Z00000ixAg2,30.437223,-0.287358,Ibanda,Uganda
